,Id,Age,Gender,Marital_status,Num_comp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_._time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime.week.,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
3913,3914,27-33,Female,Single,6 to 8,8,3.5-7 K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt  Town,Average,Average,No,Unemployed/resigned,3,No,Yes,No,No,No,More than 12 days,No,No,No,No,2,3,0,4,No
3914,3915,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
3915,3916,19-26,Male,Single,0 to 2,8,3.5-7 K,100% above,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,High Cost,No,Working,4,No,No,No,No,No,Less than 12 days,No,No,No,Yes,1,2,4,3,Yes
3916,3917,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,24/7 Operation,No,No,Permanent,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More than 12 days,No,No,No,No,4,3,3,1,No
3917,3918,27-33,Female,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,Yes,3,2,4,4,No
3918,3919,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
3919,3920,27-33,Male,Married,0 to 2,5,7-10 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Far,High Cost,No,Working,1,No,No,Yes,Yes,Yes,More than 12 days,Yes,No,No,Yes,4,2,3,3,No
3920,3921,27-33,Male,Single,3 to 5,5,7-10 K,25-50%,24/7 Operation,Yes,No,Permanent,Yes,Business Center,Far,High Cost,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,0,3,No
3921,3922,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
3922,3923,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,No,No,Permanent,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More than 12 days,No,No,Yes,Yes,3,2,3,3,Yes
3923,3924,19-26,Female,Married,0 to 2,5,1-3.5 K,25-50%,24/7 Operation,No,No,Permanent,No,Outskirt  Town,Near,High Cost,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,2,2,2,No
3924,3925,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,24/7 Operation,No,No,Permanent,No,Business Center,Near,High Cost,No,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,Yes,4,4,3,4,No
3925,3926,27-33,Female,Married,0 to 2,5,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Near,Average,Yes,Working,2,No,No,No,No,No,Less than 12 days,No,No,No,No,0,1,1,4,No
3926,3927,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
3927,3928,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
3928,3929,34-40,Female,Married,3 to 5,8 above,7-10 K,<25%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,Yes,No,No,Yes,3,3,2,3,No
3929,3930,40 above,Male,Single,0 to 2,8,7-10 K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,No,4,1,0,2,Yes
3930,3931,19-26,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,4,2,3,2,Yes
3931,3932,27-33,Female,Single,3 to 5,5,10-15 K,25-50%,Flexible Hours,Yes,No,Contract,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,No,More than 12 days,Yes,No,Yes,No,3,2,3,3,Yes
3932,3933,19-26,Female,Single,3 to 5,2,3.5-7 K,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,High Cost,No,Working,2,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,No,3,4,1,2,No
3933,3934,19-26,Female,Married,0 to 2,5,3.5-7 K,50-75%,24/7 Operation,Yes,Yes,Permanent,No,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,No,More than 12 days,No,Yes,No,No,4,2,2,2,No
3934,3935,27-33,Female,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,High Cost,No,Working,1,No,No,No,No,No,More than 12 days,No,No,No,Yes,1,1,3,3,No
3935,3936,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
3936,3937,27-33,Male,Married,0 to 2,8,7-10 K,50-75%,Mon-Fri,No,No,Permanent,Yes,Town,Average,Average,Yes,Working,3,Yes,No,Yes,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,4,3,Yes
3937,3938,40 above,Male,Single,0 to 2,8,7-10 K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,Yes,No,No,More than 12 days,Yes,No,No,No,4,1,0,2,Yes
3938,3939,19-26,Female,Married,0 to 2,2,1-3.5 K,<25%,Mon-Fri,No,No,Contract,No,Outskirt  Town,Far,Low Cost,No,Working,2,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,2,3,2,No
3939,3940,27-33,Female,Married,0 to 2,5,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Unemployed/resigned,1,No,No,Yes,No,No,Less than 12 days,No,No,No,Yes,3,1,3,3,No
3940,3941,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,4,2,2,No
3941,3942,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/resigned,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,4,4,2,Yes
3942,3943,34-40,Male,Single,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,1,0,3,Yes
3943,3944,27-33,Male,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,High Cost,Yes,Unemployed/resigned,2,Yes,Yes,No,No,No,More than 12 days,No,No,No,Yes,2,2,3,3,Yes
3944,3945,19-26,Female,Married,0 to 2,5,1-3.5 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,3,Yes,No,No,No,Yes,Less than 12 days,No,No,No,Yes,1,2,4,2,Yes
3945,3946,34-40,Male,Single,6 to 8,8,10-15 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,1,0,3,Yes
3946,3947,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
3947,3948,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
3948,3949,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
3949,3950,27-33,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,4,2,3,1,Yes
3950,3951,19-26,Female,Married,0 to 2,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Low Cost,No,Working,5,Yes,Yes,Yes,No,Yes,More than 12 days,No,No,Yes,Yes,4,1,2,3,Yes
3951,3952,19-26,Male,Single,0 to 2,2,3.5-7 K,<25%,24/7 Operation,No,No,Permanent,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More than 12 days,No,No,No,No,4,3,3,1,No
3952,3953,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,3,2,3,4,Yes
3953,3954,19-26,Male,Married,3 to 5,5,3.5-7 K,25-50%,24/7 Operation,No,No,Permanent,Yes,Town,Average,Average,Yes,Working,3,Yes,Yes,Yes,Yes,No,More than 12 days,No,No,No,Yes,4,4,4,3,Yes
3954,3955,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
3955,3956,19-26,Male,Single,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,High Cost,No,Unemployed/resigned,1,Yes,No,No,No,Yes,More than 12 days,No,No,No,Yes,3,2,3,3,Yes
3956,3957,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
3957,3958,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
3958,3959,27-33,Female,Single,0 to 2,5,1-3.5 K,25-50%,Mon-Fri,Yes,Yes,Permanent,Yes,Town,Near,Average,Yes,Unemployed/resigned,2,Yes,No,No,No,Yes,More than 12 days,No,No,No,No,3,4,3,2,Yes
3959,3960,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
3960,3961,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
3961,3962,27-33,Female,Single,0 to 2,8,15 K above,<25%,Mon-Fri,No,No,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,4,3,3,No
3962,3963,34-40,Female,Single,6 to 8,8 above,7-10 K,50-75%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Average,High Cost,No,Working,5,Yes,No,No,No,Yes,More than 12 days,Yes,Yes,Yes,Yes,4,4,3,4,Yes
3963,3964,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,Yes,Permanent,Yes,Outskirt  Town,Far,Average,No,Unemployed/resigned,3,Yes,Yes,No,No,No,Less than 12 days,No,No,No,Yes,1,2,3,2,Yes
3964,3965,27-33,Female,Single,0 to 2,8,15 K above,<25%,Mon-Fri,No,No,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,3,4,3,3,No
3965,3966,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
3966,3967,19-26,Female,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Permanent,No,Outskirt  Town,Average,Average,No,Working,2,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,0,2,3,4,No
3967,3968,27-33,Female,Single,3 to 5,8 above,15 K above,25-50%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,Yes,4,3,4,3,No
3968,3969,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less than 12 days,No,No,No,No,3,3,3,2,No
3969,3970,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
3970,3971,19-26,Female,Married,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,3,1,Yes
3971,3972,19-26,Female,Married,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,3,1,Yes
3972,3973,19-26,Male,Single,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,High Cost,No,Unemployed/resigned,1,Yes,No,No,No,Yes,More than 12 days,No,No,No,Yes,3,2,3,3,Yes
3973,3974,27-33,Male,Married,0 to 2,8,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,No,Yes,4,2,1,4,No
3974,3975,27-33,Female,Single,0 to 2,8,3.5-7 K,100% above,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Average,High Cost,Yes,Working,4,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,No,3,3,4,2,Yes
3975,3976,19-26,Male,Single,0 to 2,5,3.5-7 K,100% above,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Average,No,Working,4,Yes,Yes,Yes,No,No,More than 12 days,No,No,No,No,3,4,4,3,Yes
3976,3977,34-40,Male,Married,3 to 5,8 above,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less than 12 days,No,No,No,No,2,3,2,4,No
3977,3978,27-33,Male,Single,0 to 2,5,7-10 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,Yes,3,2,3,4,Yes
3978,3979,27-33,Female,Single,0 to 2,2,3.5-7 K,<25%,Mon-Fri,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,No,Working,5,Yes,No,No,No,No,More than 12 days,No,No,Yes,No,4,1,0,4,No
3979,3980,19-26,Female,Single,3 to 5,2,3.5-7 K,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,High Cost,No,Working,2,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,No,3,4,1,2,No
3980,3981,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
3981,3982,40 above,Male,Married,3 to 5,8 above,7-10 K,50-75%,Flexible Hours,Yes,Yes,Permanent,Yes,Business Center,Near,High Cost,No,Working,4,No,No,Yes,Yes,Yes,More than 12 days,Yes,No,No,No,4,3,2,3,Yes
3982,3983,27-33,Female,Single,0 to 2,5,7-10 K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,High Cost,No,Working,1,No,No,No,No,No,More than 12 days,No,No,No,Yes,1,1,3,3,No
3983,3984,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
3984,3985,27-33,Male,Married,3 to 5,8,3.5-7 K,<25%,Flexible Hours,No,No,Contract,Yes,Business Center,Near,High Cost,Yes,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,No,3,1,3,3,No
3985,3986,40 above,Male,Married,3 to 5,8 above,7-10 K,50-75%,Flexible Hours,Yes,Yes,Permanent,Yes,Business Center,Near,High Cost,No,Working,4,No,No,Yes,Yes,Yes,More than 12 days,Yes,No,No,No,4,3,2,3,Yes
3986,3987,19-26,Male,Single,3 to 5,5,1-3.5 K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More than 12 days,No,No,No,Yes,3,4,3,2,Yes
3987,3988,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,High Cost,Yes,Unemployed/resigned,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
3988,3989,27-33,Female,Married,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,No,Yes,Permanent,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,Yes,No,4,3,4,2,Yes
3989,3990,19-26,Female,Married,0 to 2,5,1-3.5 K,25-50%,24/7 Operation,No,No,Permanent,No,Outskirt  Town,Near,High Cost,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,0,2,2,2,No
3990,3991,27-33,Male,Single,6 to 8,8,10-15 K,25-50%,24/7 Operation,No,No,Permanent,Yes,Business Center,Average,High Cost,Yes,Working,4,Yes,No,No,No,No,Less than 12 days,No,No,No,No,0,1,2,1,No
3991,3992,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,More than 12 days,No,No,Yes,Yes,4,4,2,4,Yes
3992,3993,34-40,Female,Married,3 to 5,8 above,7-10 K,<25%,Mon-Fri,No,No,Permanent,Yes,Outskirt  Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,Yes,No,No,Yes,3,3,2,3,No
3993,3994,27-33,Male,Married,3 to 5,8,3.5-7 K,<25%,Flexible Hours,No,No,Contract,Yes,Business Center,Near,High Cost,Yes,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,No,3,1,3,3,No
3994,3995,27-33,Female,Married,0 to 2,5,3.5-7 K,<25%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,Low Cost,No,Unemployed/resigned,3,No,Yes,No,Yes,No,More than 12 days,No,No,No,No,3,2,3,4,No
3995,3996,19-26,Male,Single,3 to 5,2,3.5-7 K,25-50%,Flexible Hours,Yes,No,Permanent,Yes,Outskirt  Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More than 12 days,No,No,No,Yes,3,3,2,3,Yes
3996,3997,27-33,Female,Single,3 to 5,8 above,3.5-7 K,25-50%,Mon-Fri,Yes,No,Permanent,Yes,Town,Average,High Cost,Yes,Working,1,Yes,No,No,No,No,More than 12 days,No,No,No,No,3,2,3,2,No
3997,3998,19-26,Male,Single,3 to 5,2,3.5-7 K,<25%,Mon-Fri,Yes,No,Permanent,No,Business Center,Average,High Cost,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,3,3,4,No
3998,3999,19-26,Female,Single,0 to 2,8,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,Average,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,Yes,No,No,0,3,4,2,Yes
3999,4000,34-40,Male,Married,0 to 2,8 above,15 K above,<25%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Far,High Cost,Yes,Working,3,Yes,No,No,Yes,No,More than 12 days,Yes,No,No,No,3,4,3,3,No
4000,4001,19-26,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,4,2,3,2,Yes
4001,4002,27-33,Male,Single,9 above,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More than 12 days,No,No,No,No,4,2,3,4,No
4002,4003,19-26,Female,Single,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Permanent,Yes,Business Center,Far,High Cost,Yes,Working,3,No,No,No,No,No,More than 12 days,No,No,No,No,2,4,3,1,No
4003,4004,27-33,Female,Married,0 to 2,5,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Near,Average,Yes,Working,2,No,No,No,No,No,Less than 12 days,No,No,No,No,0,1,1,4,No
4004,4005,19-26,Female,Single,3 to 5,5,3.5-7 K,25-50%,24/7 Operation,No,Yes,Permanent,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More than 12 days,No,No,No,Yes,1,2,3,2,Yes
4005,4006,19-26,Female,Married,0 to 2,2,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Center,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
4006,4007,19-26,Male,Single,0 to 2,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
4007,4008,19-26,Male,Single,0 to 2,2,1-3.5 K,<25%,24/7 Operation,No,No,Contract,No,Outskirt  Town,Far,Average,No,Working,2,No,No,No,No,No,More than 12 days,No,No,No,Yes,4,1,3,1,No
4008,4009,27-33,Female,Single,3 to 5,5,10-15 K,25-50%,Flexible Hours,Yes,No,Contract,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,No,More than 12 days,Yes,No,Yes,No,3,2,3,3,Yes
4009,4010,19-26,Male,Single,0 to 2,5,7-10 K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Center,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
4010,4011,27-33,Female,Single,0 to 2,5,3.5-7 K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Center,Near,High Cost,No,Working,5,No,No,No,No,Yes,More than 12 days,No,No,No,No,2,1,3,4,No
4011,4012,19-26,Male,Single,0 to 2,8,3.5-7 K,100% above,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,High Cost,No,Working,4,No,No,No,No,No,Less than 12 days,No,No,No,Yes,1,2,4,3,Yes
4012,4013,27-33,Female,Single,0 to 2,8,3.5-7 K,100% above,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Average,High Cost,Yes,Working,4,Yes,Yes,Yes,No,No,More than 12 days,No,Yes,No,No,3,3,4,2,Yes
4013,4014,34-40,Female,Single,6 to 8,8 above,7-10 K,50-75%,Mon-Fri,Yes,No,Permanent,Yes,Business Center,Average,High Cost,No,Working,5,Yes,No,No,No,Yes,More than 12 days,Yes,Yes,Yes,Yes,4,4,3,4,Yes
4014,4015,34-40,Male,Married,3 to 5,8 above,7-10 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less than 12 days,No,No,No,No,2,3,2,4,No
4015,4016,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
4016,4017,19-26,Female,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,0,4,3,3,Yes
4017,4018,19-26,Male,Single,0 to 2,8,3.5-7 K,100% above,Mon-Fri,Yes,Yes,Permanent,Yes,Business Center,Average,High Cost,No,Working,4,No,No,No,No,No,Less than 12 days,No,No,No,Yes,1,2,4,3,Yes
4018,4019,27-33,Female,Single,9 above,8,10-15 K,75-100%,Flexible Hours,Yes,Yes,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,Yes,No,No,No,Yes,More than 12 days,Yes,No,No,No,3,2,1,4,No
4019,4020,19-26,Male,Single,0 to 2,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,Yes,Business Center,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More than 12 days,No,No,No,Yes,4,2,3,3,Yes
4020,4021,19-26,Male,Single,3 to 5,5,1-3.5 K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More than 12 days,No,No,No,Yes,3,4,3,2,Yes
4021,4022,19-26,Male,Single,0 to 2,5,3.5-7 K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less than 12 days,No,No,No,No,2,2,0,1,No
4022,4023,19-26,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,Yes,No,No,No,More than 12 days,No,No,No,No,4,2,3,2,Yes
4023,4024,19-26,Female,Single,3 to 5,5,3.5-7 K,75-100%,24/7 Operation,No,Yes,Permanent,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,3,2,4,Yes
4024,4025,19-26,Female,Single,0 to 2,5,3.5-7 K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Center,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More than 12 days,No,No,Yes,No,3,4,2,2,No
4025,4026,27-33,Male,Single,0 to 2,2,3.5-7 K,25-50%,Mon-Fri,Yes,Yes,Permanent,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More than 12 days,No,No,No,No,4,2,3,1,Yes
4026,4027,34-40,Male,Married,9 above,8 above,10-15 K,75-100%,Flexible Hours,No,No,Permanent,Yes,Outskirt  Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More than 12 days,Yes,No,No,Yes,3,1,1,4,Yes
